group,source,factor_id,name,expression
wide_size,wide_table,wide_total_mv_chg60,总市值60日变化,"$total_mv / (Ref($total_mv, 60) + 1e-12) - 1"
wide_size,wide_table,wide_total_mv_raw,总市值(原始),$total_mv
wide_valuation,wide_table,wide_dv_ttm_bias20,股息率TTM20日偏离,"($dv_ttm - Mean($dv_ttm, 20)) / (Std($dv_ttm, 20) + 1e-12)"
wide_valuation,wide_table,wide_dv_ttm_chg20,股息率TTM20日变化,"$dv_ttm / (Ref($dv_ttm, 20) + 1e-12) - 1"
wide_valuation,wide_table,wide_dv_ttm_chg5,股息率TTM5日变化,"$dv_ttm / (Ref($dv_ttm, 5) + 1e-12) - 1"
wide_valuation,wide_table,wide_dv_ttm_chg60,股息率TTM60日变化,"$dv_ttm / (Ref($dv_ttm, 60) + 1e-12) - 1"
wide_valuation,wide_table,wide_dv_ttm_raw,股息率TTM(原始),$dv_ttm
wide_valuation,wide_table,wide_pb_bias20,市净率20日偏离,"($pb - Mean($pb, 20)) / (Std($pb, 20) + 1e-12)"
wide_valuation,wide_table,wide_pb_chg20,市净率20日变化,"$pb / (Ref($pb, 20) + 1e-12) - 1"
wide_valuation,wide_table,wide_pb_chg5,市净率5日变化,"$pb / (Ref($pb, 5) + 1e-12) - 1"
wide_valuation,wide_table,wide_pb_chg60,市净率60日变化,"$pb / (Ref($pb, 60) + 1e-12) - 1"
wide_valuation,wide_table,wide_pb_raw,市净率(原始),$pb
wide_valuation,wide_table,wide_pe_ttm_bias20,市盈率TTM20日偏离,"($pe_ttm - Mean($pe_ttm, 20)) / (Std($pe_ttm, 20) + 1e-12)"
wide_valuation,wide_table,wide_pe_ttm_chg20,市盈率TTM20日变化,"$pe_ttm / (Ref($pe_ttm, 20) + 1e-12) - 1"
wide_valuation,wide_table,wide_pe_ttm_chg5,市盈率TTM5日变化,"$pe_ttm / (Ref($pe_ttm, 5) + 1e-12) - 1"
wide_valuation,wide_table,wide_pe_ttm_chg60,市盈率TTM60日变化,"$pe_ttm / (Ref($pe_ttm, 60) + 1e-12) - 1"
wide_valuation,wide_table,wide_pe_ttm_raw,市盈率TTM(原始),$pe_ttm
wide_valuation,wide_table,wide_ps_ttm_bias20,市销率TTM20日偏离,"($ps_ttm - Mean($ps_ttm, 20)) / (Std($ps_ttm, 20) + 1e-12)"
wide_valuation,wide_table,wide_ps_ttm_chg20,市销率TTM20日变化,"$ps_ttm / (Ref($ps_ttm, 20) + 1e-12) - 1"
wide_valuation,wide_table,wide_ps_ttm_chg5,市销率TTM5日变化,"$ps_ttm / (Ref($ps_ttm, 5) + 1e-12) - 1"
wide_valuation,wide_table,wide_ps_ttm_chg60,市销率TTM60日变化,"$ps_ttm / (Ref($ps_ttm, 60) + 1e-12) - 1"
wide_valuation,wide_table,wide_ps_ttm_raw,市销率TTM(原始),$ps_ttm
